data_inicio,ano,mes,data_fim,ano_pmo,mes_pmo,numero_revisao,semana_operativa,id_modelo_usina,id_subsistema,subsistema,usina,custo_variavel_unitario
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,194,SE,SUDESTE,TNORTE 2,910.86
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,54,SE,SUDESTE,JUIZ DE FO,522.96
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,49,SE,SUDESTE,VIANA,1124.21
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,65,SE,SUDESTE,ATLAN_CSA,0
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,173,SE,SUDESTE,NORTEFLU 3,219.2
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,146,SE,SUDESTE,UTE STA VI,142.32
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,434,SE,SUDESTE,W.ARJONA O,0
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,245,SE,SUDESTE,KARKEY 013,1944.94
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,229,SE,SUDESTE,O.PINTADA,131.75
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,4,SE,SUDESTE,ST.CRUZ 34,310.41
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,68,SE,SUDESTE,TRES LAGOA,319.27
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,172,SE,SUDESTE,NORTEFLU 2,115.04
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,248,SE,SUDESTE,MPPAULINIA,2793.57
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,211,SE,SUDESTE,BAIXADA FL,332.69
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,334,SE,SUDESTE,W.ARJONA,0
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,153,SE,SUDESTE,DAIA,1832.7
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,171,SE,SUDESTE,NORTEFLU 1,98.8
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,230,SE,SUDESTE,PREDILECTA,186.2
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,250,SE,SUDESTE,PORSUD II,2179.81
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,251,SE,SUDESTE,POVOACAO I,2922.81
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,110,SE,SUDESTE,FGASPARIAN,654.42
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,183,SE,SUDESTE,ATLANTICO,229.91
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,63,SE,SUDESTE,AUR.CHAVES,1671.86
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,155,SE,SUDESTE,GOIANIA 2,1932.92
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,247,SE,SUDESTE,LORM_PCS,2922.81
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,13,SE,SUDESTE,ANGRA 2,20.12
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,9,SE,SUDESTE,CAMPOS,978.1
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,246,SE,SUDESTE,KARKEY 019,1944.94
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,182,SE,SUDESTE,PALMEIR_GO,1821.6
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,15,SE,SUDESTE,LUIZORMELO,520.57
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,108,SE,SUDESTE,XAVANTES,2639.22
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,137,SE,SUDESTE,UTE GNA I,655.45
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,47,SE,SUDESTE,TERMORIO,381.6
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,62,SE,SUDESTE,SEROPEDICA,469.28
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,249,SE,SUDESTE,PORSUD I,2196.95
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,86,SE,SUDESTE,SANTA CRUZ,337.18
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,12,SE,SUDESTE,CUIABA CC,0
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,1,SE,SUDESTE,ANGRA 1,31.17
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,90,SE,SUDESTE,M.LAGO,886.64
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,97,SE,SUDESTE,CUBATAO,399.49
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,50,SE,SUDESTE,PIRAT.12 O,470.34
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,253,SE,SUDESTE,VIANA I,2922.81
2022-11-19,2022,11,2022-11-25,2022,11,3,PMO Novembro 2022 - Revisão 3,174,SE,SUDESTE,NORTEFLU 4,787.45
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,250,SE,SUDESTE,PORSUD II,3053.94
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,434,SE,SUDESTE,W.ARJONA O,0
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,251,SE,SUDESTE,POVOACAO I,4166.49
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,183,SE,SUDESTE,ATLANTICO,228.85
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,12,SE,SUDESTE,CUIABA CC,0
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,49,SE,SUDESTE,VIANA,1397.63
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,63,SE,SUDESTE,AUR.CHAVES,2376.36
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,97,SE,SUDESTE,CUBATAO,397.18
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,9,SE,SUDESTE,CAMPOS,978.1
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,50,SE,SUDESTE,PIRAT.12 O,470.34
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,108,SE,SUDESTE,XAVANTES,2638.55
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,194,SE,SUDESTE,TNORTE 2,910.86
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,253,SE,SUDESTE,VIANA I,4166.49
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,4,SE,SUDESTE,ST.CRUZ 34,310.41
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,153,SE,SUDESTE,DAIA,1832.27
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,62,SE,SUDESTE,SEROPEDICA,468.89
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,171,SE,SUDESTE,NORTEFLU 1,97.25
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,334,SE,SUDESTE,W.ARJONA,2326.88
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,230,SE,SUDESTE,PREDILECTA,175.91
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,68,SE,SUDESTE,TRES LAGOA,319
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,246,SE,SUDESTE,KARKEY 019,2751.05
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,13,SE,SUDESTE,ANGRA 2,20.12
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,15,SE,SUDESTE,LUIZORMELO,887.97
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,110,SE,SUDESTE,FGASPARIAN,654.42
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,247,SE,SUDESTE,LORM_PCS,4166.49
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,229,SE,SUDESTE,O.PINTADA,124.48
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,90,SE,SUDESTE,M.LAGO,886.26
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,65,SE,SUDESTE,ATLAN_CSA,0
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,172,SE,SUDESTE,NORTEFLU 2,113.49
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,174,SE,SUDESTE,NORTEFLU 4,941.91
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,245,SE,SUDESTE,KARKEY 013,2751.05
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,249,SE,SUDESTE,PORSUD I,3083.26
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,173,SE,SUDESTE,NORTEFLU 3,216.64
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,248,SE,SUDESTE,MPPAULINIA,3958.84
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,211,SE,SUDESTE,BAIXADA FL,560.62
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,146,SE,SUDESTE,UTE STA VI,134.46
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,47,SE,SUDESTE,TERMORIO,381.22
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,137,SE,SUDESTE,UTE GNA I,1116.41
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,54,SE,SUDESTE,JUIZ DE FO,522.96
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,1,SE,SUDESTE,ANGRA 1,31.17
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,155,SE,SUDESTE,GOIANIA 2,1932.41
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,86,SE,SUDESTE,SANTA CRUZ,567.02
2022-09-03,2022,9,2022-09-09,2022,9,1,PMO Setembro 2022 - Revisão 1,182,SE,SUDESTE,PALMEIR_GO,1496.35
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,68,SE,SUDESTE,TRES LAGOA,319
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,194,SE,SUDESTE,TNORTE 2,910.86
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,90,SE,SUDESTE,M.LAGO,886.26
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,12,SE,SUDESTE,CUIABA CC,0
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,153,SE,SUDESTE,DAIA,1832.27
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,174,SE,SUDESTE,NORTEFLU 4,941.91
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,97,SE,SUDESTE,CUBATAO,397.18
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,47,SE,SUDESTE,TERMORIO,381.22
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,1,SE,SUDESTE,ANGRA 1,31.17
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,173,SE,SUDESTE,NORTEFLU 3,216.64
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,65,SE,SUDESTE,ATLAN_CSA,0
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,86,SE,SUDESTE,SANTA CRUZ,584.52
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,49,SE,SUDESTE,VIANA,1241.84
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,63,SE,SUDESTE,AUR.CHAVES,3018.24
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,249,SE,SUDESTE,PORSUD I,3891.21
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,211,SE,SUDESTE,BAIXADA FL,577.97
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,182,SE,SUDESTE,PALMEIR_GO,1496.35
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,245,SE,SUDESTE,KARKEY 013,3487.71
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,247,SE,SUDESTE,LORM_PCS,5298.37
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,172,SE,SUDESTE,NORTEFLU 2,113.49
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,9,SE,SUDESTE,CAMPOS,978.1
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,108,SE,SUDESTE,XAVANTES,2638.55
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,4,SE,SUDESTE,ST.CRUZ 34,310.41
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,251,SE,SUDESTE,POVOACAO I,5298.37
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,155,SE,SUDESTE,GOIANIA 2,1932.41
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,434,SE,SUDESTE,W.ARJONA O,0
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,15,SE,SUDESTE,LUIZORMELO,915.87
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,246,SE,SUDESTE,KARKEY 019,3487.71
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,250,SE,SUDESTE,PORSUD II,3850.93
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,54,SE,SUDESTE,JUIZ DE FO,522.96
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,183,SE,SUDESTE,ATLANTICO,228.85
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,248,SE,SUDESTE,MPPAULINIA,5020
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,110,SE,SUDESTE,FGASPARIAN,654.42
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,230,SE,SUDESTE,PREDILECTA,175.91
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,171,SE,SUDESTE,NORTEFLU 1,97.25
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,62,SE,SUDESTE,SEROPEDICA,468.89
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,334,SE,SUDESTE,W.ARJONA,2326.88
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,146,SE,SUDESTE,UTE STA VI,134.46
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,137,SE,SUDESTE,UTE GNA I,1151.43
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,13,SE,SUDESTE,ANGRA 2,20.12
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,50,SE,SUDESTE,PIRAT.12 O,470.34
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,253,SE,SUDESTE,VIANA I,5298.37
2022-09-10,2022,9,2022-09-16,2022,9,2,PMO Setembro 2022 - Revisão 2,229,SE,SUDESTE,O.PINTADA,124.48
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,171,SE,SUDESTE,NORTEFLU 1,97.25
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,155,SE,SUDESTE,GOIANIA 2,1932.41
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,65,SE,SUDESTE,ATLAN_CSA,0
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,9,SE,SUDESTE,CAMPOS,978.1
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,211,SE,SUDESTE,BAIXADA FL,577.97
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,63,SE,SUDESTE,AUR.CHAVES,3018.24
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,245,SE,SUDESTE,KARKEY 013,3487.71
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,174,SE,SUDESTE,NORTEFLU 4,941.91
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,182,SE,SUDESTE,PALMEIR_GO,1496.35
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,183,SE,SUDESTE,ATLANTICO,228.85
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,110,SE,SUDESTE,FGASPARIAN,654.42
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,86,SE,SUDESTE,SANTA CRUZ,584.52
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,434,SE,SUDESTE,W.ARJONA O,0
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,90,SE,SUDESTE,M.LAGO,886.26
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,13,SE,SUDESTE,ANGRA 2,20.12
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,137,SE,SUDESTE,UTE GNA I,1151.43
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,47,SE,SUDESTE,TERMORIO,381.22
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,12,SE,SUDESTE,CUIABA CC,0
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,50,SE,SUDESTE,PIRAT.12 O,470.34
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,172,SE,SUDESTE,NORTEFLU 2,113.49
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,249,SE,SUDESTE,PORSUD I,3891.21
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,251,SE,SUDESTE,POVOACAO I,5298.37
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,54,SE,SUDESTE,JUIZ DE FO,522.96
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,250,SE,SUDESTE,PORSUD II,3850.93
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,62,SE,SUDESTE,SEROPEDICA,468.89
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,248,SE,SUDESTE,MPPAULINIA,5020
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,153,SE,SUDESTE,DAIA,1832.27
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,246,SE,SUDESTE,KARKEY 019,3487.71
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,229,SE,SUDESTE,O.PINTADA,124.48
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,15,SE,SUDESTE,LUIZORMELO,915.87
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,253,SE,SUDESTE,VIANA I,5298.37
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,194,SE,SUDESTE,TNORTE 2,910.86
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,108,SE,SUDESTE,XAVANTES,2638.55
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,146,SE,SUDESTE,UTE STA VI,134.46
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,173,SE,SUDESTE,NORTEFLU 3,216.64
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,247,SE,SUDESTE,LORM_PCS,5298.37
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,230,SE,SUDESTE,PREDILECTA,175.91
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,4,SE,SUDESTE,ST.CRUZ 34,310.41
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,97,SE,SUDESTE,CUBATAO,397.18
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,334,SE,SUDESTE,W.ARJONA,2326.88
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,68,SE,SUDESTE,TRES LAGOA,319
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,1,SE,SUDESTE,ANGRA 1,31.17
2022-09-17,2022,9,2022-09-23,2022,9,3,PMO Setembro 2022 - Revisão 3,49,SE,SUDESTE,VIANA,1241.84
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,63,SE,SUDESTE,AUR.CHAVES,3018.24
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,62,SE,SUDESTE,SEROPEDICA,468.89
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,245,SE,SUDESTE,KARKEY 013,3487.71
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,174,SE,SUDESTE,NORTEFLU 4,941.91
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,9,SE,SUDESTE,CAMPOS,978.1
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,65,SE,SUDESTE,ATLAN_CSA,0
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,171,SE,SUDESTE,NORTEFLU 1,97.25
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,86,SE,SUDESTE,SANTA CRUZ,584.52
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,334,SE,SUDESTE,W.ARJONA,2326.88
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,47,SE,SUDESTE,TERMORIO,381.22
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,153,SE,SUDESTE,DAIA,1832.27
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,155,SE,SUDESTE,GOIANIA 2,1932.41
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,90,SE,SUDESTE,M.LAGO,886.26
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,137,SE,SUDESTE,UTE GNA I,1151.43
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,68,SE,SUDESTE,TRES LAGOA,319
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,1,SE,SUDESTE,ANGRA 1,31.17
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,194,SE,SUDESTE,TNORTE 2,910.86
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,250,SE,SUDESTE,PORSUD II,3850.93
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,54,SE,SUDESTE,JUIZ DE FO,522.96
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,248,SE,SUDESTE,MPPAULINIA,5020
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,230,SE,SUDESTE,PREDILECTA,175.91
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,13,SE,SUDESTE,ANGRA 2,20.12
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,146,SE,SUDESTE,UTE STA VI,134.46
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,253,SE,SUDESTE,VIANA I,5298.37
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,183,SE,SUDESTE,ATLANTICO,228.85
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,434,SE,SUDESTE,W.ARJONA O,0
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,249,SE,SUDESTE,PORSUD I,3891.21
2022-09-24,2022,9,2022-09-30,2022,9,4,PMO Setembro 2022 - Revisão 4,173,SE,SUDESTE,NORTEFLU 3,216.64
