data,hora,ano,mes,id_subsistema,subsistema,valor_demanda,usina_hidraulica_verificada,geracao_pequena_usina_hidraulica_verificada,geracao_usina_termica_verificada,geracao_pequena_usina_termica_verificada,geracao_eolica_verificada,geracao_fotovoltaica_verificada
2024-01-07,08:00:00,2024,1,S,SUL,1074345000000,624145000000,114500,64800000000,4000,24700,237200
2024-01-07,13:00:00,2024,1,S,SUL,1268195000000,605895000000,114200,64800000000,3300,25900,445100
2024-01-07,19:30:00,2024,1,S,SUL,1457503000000,1225703000000,117700,64800000000,3800,45500,0
2024-01-07,14:00:00,2024,1,S,SUL,1268978000000,625678000000,114000,64800000000,3300,33300,419400
2024-01-07,17:30:00,2024,1,S,SUL,1352774000000,994374000000,116800,64800000000,3300,49000,121800
2024-01-07,11:00:00,2024,1,S,SUL,1237924000000,597824000000,113200,64800000000,3300,17500,432400
2024-01-07,06:00:00,2024,1,S,SUL,1007835000000,747835000000,115800,64800000000,3500,41800,33500
2024-01-07,07:00:00,2024,1,S,SUL,1045069000000,699169000000,115400,64800000000,3900,29400,129600
2024-01-07,09:30:00,2024,1,S,SUL,1139675000000,554475000000,113200,64800000000,3400,19800,376200
2024-01-07,23:00:00,2024,1,S,SUL,1450107000000,1233207000000,117700,64800000000,2900,31500,0
2024-01-07,22:30:00,2024,1,S,SUL,1477129000000,1259529000000,117700,64800000000,2600,32500,0
2024-01-07,09:00:00,2024,1,S,SUL,1115558000000,572558000000,113200,64800000000,3800,21300,333100
2024-01-07,01:30:00,2024,1,S,SUL,1162503000000,885503000000,116400,64800000000,3400,92400,0
2024-01-07,20:30:00,2024,1,S,SUL,1506221000000,1276421000000,117800,64800000000,3100,44100,0
2024-01-07,13:30:00,2024,1,S,SUL,1269756000000,619456000000,114100,64800000000,3400,29200,430100
2024-01-07,05:30:00,2024,1,S,SUL,1000618000000,767218000000,115800,64800000000,3600,48200,900
2024-01-07,22:00:00,2024,1,S,SUL,1493719000000,1273919000000,117700,64800000000,2900,34400,0
2024-01-07,03:00:00,2024,1,S,SUL,1098133000000,838533000000,116200,64800000000,3300,75300,0
2024-01-07,06:30:00,2024,1,S,SUL,1024441000000,729641000000,115700,64800000000,3800,35100,73900
2024-01-07,15:30:00,2024,1,S,SUL,1293569000000,762069000000,114400,64800000000,3600,42000,300400
2024-01-07,18:00:00,2024,1,S,SUL,1357227000000,1046627000000,117200,64800000000,3600,47200,76200
2024-01-07,02:30:00,2024,1,S,SUL,1116443000000,851643000000,116200,64800000000,3400,80400,0
2024-01-07,04:00:00,2024,1,S,SUL,1072255000000,823755000000,116200,64800000000,3300,64200,0
2024-01-07,02:00:00,2024,1,S,SUL,1138031000000,867231000000,116300,64800000000,3500,86200,0
2024-01-07,12:00:00,2024,1,S,SUL,1268381000000,598481000000,114100,64800000000,2800,20800,458100
2024-01-07,10:00:00,2024,1,S,SUL,1175684000000,553084000000,113200,64800000000,3300,18600,414200
2024-01-07,19:00:00,2024,1,S,SUL,1400570000000,1166470000000,117600,64800000000,3800,45000,2800
2024-01-07,05:00:00,2024,1,S,SUL,1030551000000,793051000000,115800,64800000000,3500,53400,0
2024-01-07,20:00:00,2024,1,S,SUL,1492272000000,1260972000000,117700,64800000000,3400,45400,0
2024-01-07,21:00:00,2024,1,S,SUL,1506062000000,1279562000000,117800,64800000000,3100,40800,0
2024-01-07,21:30:00,2024,1,S,SUL,1503409000000,1280609000000,117800,64800000000,3200,37000,0
2024-01-07,18:30:00,2024,1,S,SUL,1371061000000,1100261000000,117500,64800000000,3800,45500,38600
2024-01-07,16:00:00,2024,1,S,SUL,1306372000000,812572000000,114800,64800000000,3600,43900,261300
2024-01-07,07:30:00,2024,1,S,SUL,1057618000000,659318000000,114900,64800000000,3900,26000,185100
2024-01-07,14:30:00,2024,1,S,SUL,1274676000000,656776000000,113300,64800000000,3000,37200,391600
2024-01-07,00:00:00,2024,1,S,SUL,1253111000000,957311000000,117100,64800000000,3000,110900,0
2024-01-07,08:30:00,2024,1,S,SUL,1088956000000,589656000000,114000,64800000000,4300,23200,287000
2024-01-07,03:30:00,2024,1,S,SUL,1082910000000,828710000000,116200,64800000000,3200,70000,0
2024-01-07,23:30:00,2024,1,S,SUL,1413599000000,1196899000000,117600,64800000000,3000,31300,0
2024-01-07,01:00:00,2024,1,S,SUL,1190937000000,907737000000,116700,64800000000,3200,98500,0
2024-01-07,10:30:00,2024,1,S,SUL,1208576000000,567376000000,113200,64800000000,3300,17600,433400
2024-01-07,04:30:00,2024,1,S,SUL,1058939000000,815839000000,116200,64800000000,3400,58700,0
2024-01-07,00:30:00,2024,1,S,SUL,1225616000000,936016000000,116900,64800000000,3100,104800,0
2024-01-07,16:30:00,2024,1,S,SUL,1317032000000,864232000000,115400,64800000000,3200,46900,218100
2024-01-07,17:00:00,2024,1,S,SUL,1332636000000,925736000000,116200,64800000000,3300,48800,170400
2024-01-07,12:30:00,2024,1,S,SUL,1272211000000,598011000000,114200,64800000000,3000,23200,459700
2024-01-07,09:00:00,2024,1,NE,NORDESTE,1144310000000,182791000000,9500,350000000,42500,358800,659100
2024-01-07,19:00:00,2024,1,NE,NORDESTE,1382270000000,270383000000,9800,350000000,41100,679300,100
2024-01-07,22:00:00,2024,1,NE,NORDESTE,1405013000000,245551000000,9900,350000000,41300,634000,0
2024-01-07,20:00:00,2024,1,NE,NORDESTE,1376757000000,257561000000,9900,350000000,41200,678200,0
2024-01-07,02:00:00,2024,1,NE,NORDESTE,1302089000000,305691000000,9600,350000000,41800,507700,0
2024-01-07,08:30:00,2024,1,NE,NORDESTE,1145015000000,186679000000,9500,350000000,42600,378200,608000
2024-01-07,10:00:00,2024,1,NE,NORDESTE,1160214000000,184601000000,9400,350000000,42500,324800,732600
2024-01-07,01:30:00,2024,1,NE,NORDESTE,1314890000000,305688000000,9700,350000000,41700,529300,0
2024-01-07,21:30:00,2024,1,NE,NORDESTE,1405735000000,369546000000,9900,350000000,41200,640200,0
2024-01-07,15:00:00,2024,1,NE,NORDESTE,1189424000000,191302000000,9500,350000000,41300,538700,551300
2024-01-07,11:00:00,2024,1,NE,NORDESTE,1171017000000,161939000000,9500,350000000,42600,325700,762800
2024-01-07,00:00:00,2024,1,NE,NORDESTE,1351183000000,431180000000,9700,350000000,41500,594500,0
2024-01-07,08:00:00,2024,1,NE,NORDESTE,1140204000000,240678000000,9600,350000000,42600,392800,545100
2024-01-07,02:30:00,2024,1,NE,NORDESTE,1287986000000,305695000000,9600,350000000,41900,493200,0
2024-01-07,23:30:00,2024,1,NE,NORDESTE,1364907000000,245543000000,9700,350000000,41200,598700,0
2024-01-07,18:30:00,2024,1,NE,NORDESTE,1372261000000,270383000000,9700,350000000,41200,659100,100
2024-01-07,03:30:00,2024,1,NE,NORDESTE,1264883000000,476944000000,9600,350000000,42300,491300,0
2024-01-07,22:30:00,2024,1,NE,NORDESTE,1398001000000,245549000000,9800,350000000,41200,624100,0
2024-01-07,11:30:00,2024,1,NE,NORDESTE,1179714000000,159686000000,9500,350000000,42500,337500,768500
2024-01-07,12:30:00,2024,1,NE,NORDESTE,1174189000000,154541000000,9500,350000000,42400,372100,761600
2024-01-07,16:30:00,2024,1,NE,NORDESTE,1200816000000,270385000000,9600,350000000,41400,593700,234200
2024-01-07,21:00:00,2024,1,NE,NORDESTE,1398852000000,369587000000,9900,350000000,41300,647300,0
2024-01-07,04:30:00,2024,1,NE,NORDESTE,1243664000000,275467000000,9600,350000000,42300,503300,0
2024-01-07,09:30:00,2024,1,NE,NORDESTE,1151704000000,175188000000,9400,350000000,42500,339600,700300
2024-01-07,13:30:00,2024,1,NE,NORDESTE,1173997000000,155723000000,9500,350000000,42300,426100,707400
2024-01-07,14:00:00,2024,1,NE,NORDESTE,1177103000000,158747000000,9500,350000000,42200,465600,667700
2024-01-07,01:00:00,2024,1,NE,NORDESTE,1320491000000,398271000000,9700,350000000,41600,550000,0
2024-01-07,12:00:00,2024,1,NE,NORDESTE,1173410000000,156417000000,9500,350000000,42600,353300,771700
2024-01-07,06:30:00,2024,1,NE,NORDESTE,1101188000000,275662000000,9600,350000000,42400,428000,249600
2024-01-07,07:00:00,2024,1,NE,NORDESTE,1114324000000,275744000000,9600,350000000,42500,412900,367700
2024-01-07,05:30:00,2024,1,NE,NORDESTE,1143990000000,275479000000,9600,350000000,42300,476800,30500
2024-01-07,07:30:00,2024,1,NE,NORDESTE,1128117000000,259499000000,9600,350000000,42600,402900,463700
2024-01-07,13:00:00,2024,1,NE,NORDESTE,1175215000000,153865000000,9500,350000000,42300,394800,738400
2024-01-07,14:30:00,2024,1,NE,NORDESTE,1186330000000,168339000000,9500,350000000,41700,505900,618200
2024-01-07,16:00:00,2024,1,NE,NORDESTE,1201917000000,250602000000,9600,350000000,41100,579900,355500
2024-01-07,04:00:00,2024,1,NE,NORDESTE,1259067000000,474292000000,9600,350000000,42400,499800,0
2024-01-07,03:00:00,2024,1,NE,NORDESTE,1272371000000,476937000000,9600,350000000,42100,487500,0
2024-01-07,17:00:00,2024,1,NE,NORDESTE,1205944000000,270385000000,9600,350000000,41400,606200,98700
2024-01-07,06:00:00,2024,1,NE,NORDESTE,1114098000000,275542000000,9600,350000000,42300,451200,136200
2024-01-07,18:00:00,2024,1,NE,NORDESTE,1328535000000,270384000000,9700,350000000,41400,636700,800
2024-01-07,10:30:00,2024,1,NE,NORDESTE,1167227000000,168447000000,9500,350000000,42400,321300,752600
2024-01-07,15:30:00,2024,1,NE,NORDESTE,1195901000000,193970000000,9500,350000000,41200,561900,463900
2024-01-07,17:30:00,2024,1,NE,NORDESTE,1255135000000,270384000000,9700,350000000,41400,620100,22400
2024-01-07,00:30:00,2024,1,NE,NORDESTE,1334195000000,429560000000,9700,350000000,41500,571700,0
2024-01-07,19:30:00,2024,1,NE,NORDESTE,1380350000000,257561000000,9800,350000000,41100,686700,0
2024-01-07,05:00:00,2024,1,NE,NORDESTE,1195200000000,275473000000,9600,350000000,42300,494700,1700
2024-01-07,20:30:00,2024,1,NE,NORDESTE,1387165000000,257560000000,9900,350000000,41200,661500,0
2024-01-07,23:00:00,2024,1,NE,NORDESTE,1386487000000,245546000000,9800,350000000,41200,612500,0
2024-01-07,00:00:00,2024,1,SE,SUDESTE,4081579000000,4189560000000,188800,284500000000,83200,400,0
2024-01-07,17:00:00,2024,1,N,NORTE,662326000000,521095000000,5100,115830000000,20700,13400,26200
2024-01-07,17:30:00,2024,1,N,NORTE,663655000000,535425000000,5100,115830000000,20600,12100,14600
2024-01-07,23:30:00,2024,1,N,NORTE,745310000000,630280000000,5100,115830000000,20100,14000,0
2024-01-07,00:00:00,2024,1,N,NORTE,741710000000,450900000000,5100,115830000000,20200,18300,0
2024-01-07,13:00:00,2024,1,N,NORTE,651516000000,440686000000,5100,115830000000,20800,18000,91100
2024-01-07,11:00:00,2024,1,N,NORTE,638807000000,429476000000,5100,115830000000,20600,17300,90500
2024-01-07,22:00:00,2024,1,N,NORTE,740796000000,742663000000,5100,115830000000,20300,12500,0
2024-01-07,21:00:00,2024,1,N,NORTE,727470000000,751146000000,5100,115830000000,20500,11600,0
2024-01-07,04:00:00,2024,1,N,NORTE,700894000000,587364000000,5100,115830000000,20200,12400,0
2024-01-07,02:00:00,2024,1,N,NORTE,722803000000,569416000000,5100,115830000000,20100,13700,0
2024-01-07,03:30:00,2024,1,N,NORTE,706098000000,591867000000,5100,115830000000,20200,13100,0
2024-01-07,02:30:00,2024,1,N,NORTE,718005000000,592371000000,5100,115830000000,20200,13500,0
2024-01-07,20:00:00,2024,1,N,NORTE,715348000000,722580000000,5100,115830000000,20400,11800,0
2024-01-07,01:30:00,2024,1,N,NORTE,726480000000,537095000000,5100,115830000000,20100,14100,0
2024-01-07,08:00:00,2024,1,N,NORTE,637104000000,481874000000,5100,115830000000,20400,10100,43800
2024-01-07,22:30:00,2024,1,N,NORTE,745803000000,699742000000,5100,115830000000,20300,13000,0
2024-01-07,09:30:00,2024,1,N,NORTE,637599000000,447768000000,5000,115830000000,20300,13700,75000
2024-01-07,19:30:00,2024,1,N,NORTE,710542000000,697883000000,5100,115830000000,20400,12000,0
2024-01-07,23:00:00,2024,1,N,NORTE,747500000000,655378000000,5100,115830000000,20200,13500,0
2024-01-07,12:00:00,2024,1,N,NORTE,642993000000,427662000000,5100,115830000000,20800,17700,95900
2024-01-07,08:30:00,2024,1,N,NORTE,636995000000,469865000000,5100,115830000000,20400,11200,54600
2024-01-07,15:30:00,2024,1,N,NORTE,668011000000,484880000000,5100,115830000000,20400,17300,64500
2024-01-07,18:30:00,2024,1,N,NORTE,691143000000,606553000000,5100,115830000000,20500,11400,600
2024-01-07,11:30:00,2024,1,N,NORTE,641000000000,428070000000,5100,115830000000,20700,17500,93800
2024-01-07,07:00:00,2024,1,N,NORTE,641887000000,512957000000,5100,115830000000,20300,8400,19300
2024-01-07,13:30:00,2024,1,N,NORTE,656709000000,448579000000,5100,115830000000,20900,18000,88300
2024-01-07,14:30:00,2024,1,N,NORTE,663332000000,463501000000,5100,115830000000,20700,17900,80300
2024-01-07,10:00:00,2024,1,N,NORTE,636602000000,438772000000,5000,115830000000,20300,15200,81500
2024-01-07,00:30:00,2024,1,N,NORTE,735485000000,485463000000,5100,115830000000,20100,16500,0
2024-01-07,04:30:00,2024,1,N,NORTE,696815000000,583985000000,5100,115830000000,20200,11700,0
2024-01-07,14:00:00,2024,1,N,NORTE,659911000000,455080000000,5100,115830000000,20900,17900,85100
2024-01-07,16:30:00,2024,1,N,NORTE,666115000000,508585000000,5100,115830000000,20500,15000,41100
2024-01-07,15:00:00,2024,1,N,NORTE,665811000000,474081000000,5100,115830000000,20400,17700,72700
2024-01-07,20:30:00,2024,1,N,NORTE,720761000000,747303000000,5100,115830000000,20500,11600,0
2024-01-07,16:00:00,2024,1,N,NORTE,668009000000,496379000000,5100,115830000000,20400,16500,53800
2024-01-07,21:30:00,2024,1,N,NORTE,734160000000,708041000000,5100,115830000000,20400,11900,0
2024-01-07,12:30:00,2024,1,N,NORTE,646212000000,431581000000,5100,115830000000,20800,17900,95000
2024-01-07,18:00:00,2024,1,N,NORTE,675364000000,558534000000,5100,115830000000,20500,11500,3900
2024-01-07,05:00:00,2024,1,N,NORTE,692092000000,580062000000,5100,115830000000,20100,11000,0
2024-01-07,03:00:00,2024,1,N,NORTE,712208000000,597677000000,5100,115830000000,20200,13400,0
2024-01-07,05:30:00,2024,1,N,NORTE,681104000000,570174000000,5100,115830000000,20100,9900,0
2024-01-07,09:00:00,2024,1,N,NORTE,637983000000,459152000000,5000,115830000000,20400,12300,65300
2024-01-07,07:30:00,2024,1,N,NORTE,638289000000,496459000000,5100,115830000000,20400,9200,31300
2024-01-07,06:00:00,2024,1,N,NORTE,663994000000,552264000000,5100,115830000000,20100,8900,1800
2024-01-07,10:30:00,2024,1,N,NORTE,637213000000,432083000000,5000,115830000000,20400,16600,87300
2024-01-07,01:00:00,2024,1,N,NORTE,730911000000,510340000000,5100,115830000000,20100,15100,0
2024-01-07,06:30:00,2024,1,N,NORTE,649908000000,533077000000,5100,115830000000,20200,8300,7400
2024-01-07,19:00:00,2024,1,N,NORTE,702946000000,667429000000,5100,115830000000,20400,11800,0
2024-01-07,10:30:00,2024,1,SE,SUDESTE,3896707000000,2477090000000,182400,291000000000,85000,300,1032400
2024-01-07,21:30:00,2024,1,SE,SUDESTE,4555657000000,4515383000000,189500,291000000000,83300,500,0
2024-01-07,23:30:00,2024,1,SE,SUDESTE,4244478000000,4369740000000,189200,291000000000,82700,400,0
2024-01-07,12:30:00,2024,1,SE,SUDESTE,4026797000000,2685980000000,183100,291000000000,85300,300,953100
2024-01-07,16:00:00,2024,1,SE,SUDESTE,4065542000000,3176725000000,184000,291000000000,83300,400,523500
2024-01-07,22:00:00,2024,1,SE,SUDESTE,4508433000000,4568945000000,189500,291000000000,83400,500,0
2024-01-07,02:00:00,2024,1,SE,SUDESTE,3756083000000,3889836000000,186400,291000000000,83600,400,0
2024-01-07,03:00:00,2024,1,SE,SUDESTE,3638402000000,3560494000000,186300,291000000000,84100,300,0
2024-01-07,13:30:00,2024,1,SE,SUDESTE,4026501000000,2707885000000,183000,291000000000,85100,400,929600
2024-01-07,06:30:00,2024,1,SE,SUDESTE,3380623000000,2912408000000,185200,291000000000,84500,300,215900
2024-01-07,08:00:00,2024,1,SE,SUDESTE,3560034000000,2580537000000,183600,291000000000,85300,300,610700
2024-01-07,13:00:00,2024,1,SE,SUDESTE,4032569000000,2691052000000,183100,291000000000,85100,400,952800
2024-01-07,12:00:00,2024,1,SE,SUDESTE,4018534000000,2658617000000,183000,291000000000,85400,300,973200
2024-01-07,19:30:00,2024,1,SE,SUDESTE,4604700000000,4591366000000,189400,291000000000,83200,500,0
2024-01-07,05:30:00,2024,1,SE,SUDESTE,3403849000000,3365717000000,185300,291000000000,84300,300,13400
2024-01-07,15:00:00,2024,1,SE,SUDESTE,4011315000000,2915198000000,182700,291000000000,83500,400,719100
2024-01-07,20:30:00,2024,1,SE,SUDESTE,4593933000000,4573213000000,189500,291000000000,83400,500,0
2024-01-07,01:30:00,2024,1,SE,SUDESTE,3820397000000,3980752000000,186900,291000000000,83300,400,0
2024-01-07,21:00:00,2024,1,SE,SUDESTE,4578680000000,4474387000000,189500,291000000000,83600,500,0
2024-01-07,18:00:00,2024,1,SE,SUDESTE,4286859000000,4280658000000,188800,291000000000,83600,500,74400
2024-01-07,23:00:00,2024,1,SE,SUDESTE,4351410000000,4461542000000,189400,291000000000,82800,400,0
2024-01-07,05:00:00,2024,1,SE,SUDESTE,3479630000000,3517615000000,185400,291000000000,84200,300,100
2024-01-07,14:00:00,2024,1,SE,SUDESTE,4010039000000,2742622000000,182800,291000000000,85000,400,880400
2024-01-07,04:30:00,2024,1,SE,SUDESTE,3547265000000,3626421000000,185700,291000000000,84400,300,0
2024-01-07,10:00:00,2024,1,SE,SUDESTE,3824516000000,2446919000000,182300,291000000000,84600,300,994000
2024-01-07,09:30:00,2024,1,SE,SUDESTE,3757544000000,2456447000000,182300,291000000000,84900,300,922100
2024-01-07,17:00:00,2024,1,SE,SUDESTE,4165219000000,3694512000000,186300,291000000000,83800,400,296500
2024-01-07,04:00:00,2024,1,SE,SUDESTE,3589192000000,3487825000000,186300,291000000000,84300,300,0
2024-01-07,07:00:00,2024,1,SE,SUDESTE,3429653000000,2720291000000,184800,291000000000,84500,300,358400
2024-01-07,17:30:00,2024,1,SE,SUDESTE,4218539000000,3968863000000,188000,291000000000,83700,500,183600
2024-01-07,20:00:00,2024,1,SE,SUDESTE,4597543000000,4569025000000,189500,291000000000,83300,500,0
2024-01-07,16:30:00,2024,1,SE,SUDESTE,4107183000000,3386747000000,185200,291000000000,83500,400,413300
2024-01-07,09:00:00,2024,1,SE,SUDESTE,3689796000000,2483800000000,182400,291000000000,85100,300,832000
2024-01-07,11:00:00,2024,1,SE,SUDESTE,3960330000000,2544013000000,182400,291000000000,85300,300,1029400
2024-01-07,15:30:00,2024,1,SE,SUDESTE,4030804000000,3034787000000,183200,291000000000,83200,400,623500
2024-01-07,18:30:00,2024,1,SE,SUDESTE,4430262000000,4471346000000,189100,291000000000,83500,500,22800
2024-01-07,19:00:00,2024,1,SE,SUDESTE,4556525000000,4560746000000,189300,291000000000,83200,500,1900
2024-01-07,03:30:00,2024,1,SE,SUDESTE,3603742000000,3514240000000,186300,291000000000,84200,300,0
2024-01-07,14:30:00,2024,1,SE,SUDESTE,4002814000000,2812697000000,182700,291000000000,84200,400,808200
2024-01-07,11:30:00,2024,1,SE,SUDESTE,3996569000000,2598552000000,182800,291000000000,85400,300,1011100
2024-01-07,01:00:00,2024,1,SE,SUDESTE,3909504000000,3991963000000,187700,291000000000,83000,400,0
2024-01-07,22:30:00,2024,1,SE,SUDESTE,4450348000000,4562179000000,189400,291000000000,82800,400,0
2024-01-07,02:30:00,2024,1,SE,SUDESTE,3698739000000,3805031000000,186300,291000000000,83900,300,0
2024-01-07,07:30:00,2024,1,SE,SUDESTE,3486031000000,2629539000000,184300,291000000000,85200,300,492100
2024-01-07,06:00:00,2024,1,SE,SUDESTE,3384669000000,3139383000000,185300,291000000000,84400,300,104300
2024-01-07,08:30:00,2024,1,SE,SUDESTE,3620277000000,2524580000000,182800,291000000000,85200,300,723900
2024-01-07,00:30:00,2024,1,SE,SUDESTE,4001511000000,4073536000000,188300,289500000000,83200,400,0
2024-01-08,13:30:00,2024,1,NE,NORDESTE,1443643000000,257280000000,9500,300000000,42300,358300,721600
2024-01-08,05:30:00,2024,1,NE,NORDESTE,1160482000000,244190000000,9600,300000000,42200,486900,29800
2024-01-08,05:00:00,2024,1,NE,NORDESTE,1193962000000,244663000000,9600,300000000,42200,501000,1800
2024-01-08,01:30:00,2024,1,NE,NORDESTE,1290380000000,301307000000,9700,300000000,41600,555300,0
2024-01-08,06:30:00,2024,1,NE,NORDESTE,1174147000000,244541000000,9600,300000000,42400,468000,243500
2024-01-08,02:30:00,2024,1,NE,NORDESTE,1261589000000,288931000000,9600,300000000,41900,551200,0
2024-01-08,06:00:00,2024,1,NE,NORDESTE,1154472000000,244831000000,9600,300000000,42300,477300,134500
2024-01-08,13:00:00,2024,1,NE,NORDESTE,1414968000000,257188000000,9500,300000000,42300,330200,748700
2024-01-08,10:00:00,2024,1,NE,NORDESTE,1411159000000,257238000000,9400,300000000,42300,294600,716300
2024-01-08,09:00:00,2024,1,NE,NORDESTE,1385412000000,257246000000,9500,300000000,42500,350800,628100
2024-01-08,11:00:00,2024,1,NE,NORDESTE,1426768000000,257228000000,9500,300000000,42600,275100,767800
2024-01-08,12:30:00,2024,1,NE,NORDESTE,1395090000000,245496000000,9500,300000000,42400,309500,766700
2024-01-08,03:30:00,2024,1,NE,NORDESTE,1245793000000,244859000000,9600,300000000,42300,548300,0
2024-01-08,09:30:00,2024,1,NE,NORDESTE,1397686000000,257244000000,9400,300000000,42400,319800,676900
2024-01-08,03:00:00,2024,1,NE,NORDESTE,1252965000000,244892000000,9600,300000000,42100,551900,0
2024-01-08,11:30:00,2024,1,NE,NORDESTE,1416455000000,257207000000,9500,300000000,42500,281100,776800
2024-01-08,10:30:00,2024,1,NE,NORDESTE,1422783000000,257234000000,9500,300000000,42400,278100,747700
2024-01-08,14:00:00,2024,1,NE,NORDESTE,1463950000000,263288000000,9500,300000000,42200,392100,682500
2024-01-08,08:00:00,2024,1,NE,NORDESTE,1341191000000,257252000000,9600,300000000,42600,406600,509500
2024-01-08,12:00:00,2024,1,NE,NORDESTE,1398187000000,245205000000,9500,300000000,42500,292500,776400
2024-01-08,00:30:00,2024,1,NE,NORDESTE,1318292000000,322392000000,9700,300000000,41500,580900,0
2024-01-08,02:00:00,2024,1,NE,NORDESTE,1275454000000,291967000000,9600,300000000,41800,550200,0
2024-01-08,04:30:00,2024,1,NE,NORDESTE,1225655000000,244786000000,9600,300000000,42300,519800,0
2024-01-08,04:00:00,2024,1,NE,NORDESTE,1241364000000,244781000000,9600,300000000,42400,536500,0
2024-01-08,07:00:00,2024,1,NE,NORDESTE,1223204000000,244572000000,9600,300000000,42500,453900,350400
2024-01-08,07:30:00,2024,1,NE,NORDESTE,1281380000000,245455000000,9600,300000000,42600,432000,436600
2024-01-08,01:00:00,2024,1,NE,NORDESTE,1304688000000,306237000000,9700,300000000,41500,565100,0
2024-01-08,08:30:00,2024,1,NE,NORDESTE,1369358000000,257251000000,9500,300000000,42600,379600,571100
2024-01-08,23:30:00,2024,1,NE,NORDESTE,1418880000000,259608000000,9700,301000000,41100,611700,0
2024-01-08,00:00:00,2024,1,NE,NORDESTE,1332377000000,333612000000,9700,301000000,41500,601300,0
2024-01-08,15:00:00,2024,1,NE,NORDESTE,1469578000000,263303000000,9500,301000000,41300,465900,568300
2024-01-08,14:30:00,2024,1,NE,NORDESTE,1472459000000,263306000000,9500,301000000,41700,428200,634700
2024-01-08,23:30:00,2024,1,S,SUL,1523228000000,1128407000000,117500,67432000000,3300,25100,0
2024-01-08,15:00:00,2024,1,N,NORTE,762841000000,606980000000,5100,121332000000,20400,18600,74900
2024-01-08,21:30:00,2024,1,NE,NORDESTE,1454437000000,501024000000,9900,1201000000,41200,613800,0
2024-01-08,16:00:00,2024,1,NE,NORDESTE,1446901000000,339096000000,9600,1201000000,41100,529700,372400
2024-01-08,21:00:00,2024,1,NE,NORDESTE,1426050000000,557004000000,9900,1201000000,41300,615700,0
2024-01-08,15:30:00,2024,1,NE,NORDESTE,1460772000000,301878000000,9500,1201000000,41200,499600,481200
2024-01-08,16:30:00,2024,1,NE,NORDESTE,1412166000000,339081000000,9600,1201000000,41300,554800,245100
2024-01-08,17:30:00,2024,1,NE,NORDESTE,1348874000000,353231000000,9700,1201000000,41400,585700,25200
2024-01-08,22:00:00,2024,1,NE,NORDESTE,1461573000000,433218000000,9900,1201000000,41100,613600,0
2024-01-08,19:30:00,2024,1,NE,NORDESTE,1395859000000,525078000000,9800,1201000000,41100,641400,0
2024-01-08,17:00:00,2024,1,NE,NORDESTE,1365549000000,353247000000,9600,1201000000,41400,572600,102900
2024-01-08,20:30:00,2024,1,NE,NORDESTE,1401732000000,451179000000,9900,1201000000,41200,624200,0
2024-01-08,18:00:00,2024,1,NE,NORDESTE,1366651000000,353214000000,9700,1201000000,41300,599000,700
2024-01-08,18:30:00,2024,1,NE,NORDESTE,1394358000000,443851000000,9700,1201000000,41200,615800,100
2024-01-08,20:00:00,2024,1,NE,NORDESTE,1393063000000,459778000000,9900,1201000000,41100,636200,0
2024-01-08,22:30:00,2024,1,NE,NORDESTE,1456406000000,429281000000,9800,1201000000,41200,611100,0
2024-01-08,19:00:00,2024,1,NE,NORDESTE,1401435000000,526904000000,9800,1201000000,41000,633100,100
2024-01-08,23:00:00,2024,1,NE,NORDESTE,1439321000000,279865000000,9800,1201000000,41200,611200,0
2024-01-08,15:30:00,2024,1,N,NORTE,760230000000,631944000000,5100,178112000000,20300,19100,64800
2024-01-08,18:00:00,2024,1,N,NORTE,708197000000,756563000000,5100,124216000000,20400,21600,3800
2024-01-08,19:30:00,2024,1,S,SUL,1712523000000,1296466000000,117600,102600000000,4600,29600,0
2024-01-08,19:00:00,2024,1,S,SUL,1660196000000,1293874000000,117500,102600000000,4500,29200,2500
2024-01-08,20:00:00,2024,1,S,SUL,1722347000000,1292595000000,117600,102600000000,4100,29100,0
2024-01-08,18:00:00,2024,1,S,SUL,1643915000000,1278914000000,117100,102600000000,4300,26600,71100
2024-01-08,21:30:00,2024,1,S,SUL,1688351000000,1286698000000,117700,102600000000,3800,25400,0
2024-01-08,21:00:00,2024,1,S,SUL,1700760000000,1284272000000,117700,102600000000,3800,26700,0
2024-01-08,16:00:00,2024,1,S,SUL,1917165000000,1316344000000,114700,102600000000,4000,27900,246600
2024-01-08,22:00:00,2024,1,S,SUL,1659551000000,1263289000000,117600,102600000000,3100,24800,0
2024-01-08,15:30:00,2024,1,S,SUL,1930782000000,1311323000000,114300,102600000000,4000,28400,292400
2024-01-08,17:30:00,2024,1,S,SUL,1732388000000,1328496000000,116700,102600000000,4000,25200,115100
2024-01-08,16:30:00,2024,1,S,SUL,1890932000000,1333676000000,115500,102600000000,3600,26700,202500
2024-01-08,20:30:00,2024,1,S,SUL,1714323000000,1291973000000,117700,102600000000,3800,27900,0
2024-01-08,17:00:00,2024,1,S,SUL,1822103000000,1320673000000,116100,102600000000,3700,25300,159200
2024-01-08,18:30:00,2024,1,S,SUL,1629352000000,1286064000000,117400,102600000000,4500,28200,34300
2024-01-08,23:00:00,2024,1,S,SUL,1576519000000,1254204000000,117600,102600000000,3200,24800,0
2024-01-08,22:30:00,2024,1,S,SUL,1630965000000,1264604000000,117600,102600000000,3000,24500,0
